,Xf,Xa,Xi,phi,Tad,Flammable
649,0.24,0.58,0.18,1.0840955063297526,1759.0929975463048,1.0
650,0.24,0.57,0.19,1.1030520102673342,1730.2847282587793,1.0
651,0.24,0.56,0.2,1.1226700525732403,1701.4516443142386,1.0
652,0.24,0.55,0.21,1.1429848774688594,1672.626287743238,1.0
653,0.24,0.54,0.22,1.1640342780084372,1643.8257002891366,1.0
654,0.24,0.53,0.23,1.185858830733433,1615.0601109614383,1.0
655,0.24,0.52,0.24,1.2085021567368501,1586.336475776917,1.0
656,0.24,0.51,0.25,1.232011212671659,1557.6601077529888,1.0
657,0.24,0.5,0.26,1.2564366157884088,1529.0355172130146,1.0
658,0.24,0.49,0.27,1.281833007736733,1500.4668771222582,1.0
659,0.24,0.48,0.28,1.30825946263359,1471.9583102474598,1.0
660,0.24,0.47,0.29,1.3357799458123285,1443.5140700518923,1.0
661,0.24,0.46,0.3,1.3644638307512742,1415.13867336616,1.0
662,0.24,0.45,0.31,1.3943864829758965,1386.8369772302087,1.0
663,0.24,0.44,0.32,1.4256299212813213,1358.6142638715924,1.0
664,0.24,0.43,0.33,1.4582835684899762,1330.476287545667,1.0
665,0.24,0.42,0.34,1.4924451062154167,1302.429317180599,1.0
666,0.24,0.41,0.35,1.5282214508395326,1274.4801709453754,1.0
667,0.24,0.4,0.36,1.5657298712426273,1246.636238685086,0.0
668,0.24,0.39,0.37,1.605099272902111,1218.9054961483075,0.0
669,0.24,0.3,0.46,2.072589151718144,976.0633637350354,0.0
670,0.24,0.2,0.56,3.0551410725539037,789.0700077794351,0.0
671,0.24,0.1,0.66,5.77512868050363,700.4149401201048,0.0
672,0.24,0.0,0.76,50.00995658523232,549.2367115726448,0.0
673,0.25,0.75,0.0,0.8726666666666668,1958.854025629784,1.0
674,0.25,0.74,0.01,0.8845393558560499,1957.053054430228,1.0
675,0.25,0.73,0.02,0.8967316624757213,1955.192990547378,1.0
676,0.25,0.72,0.03,0.9092566689568524,1953.2509924895928,1.0
677,0.25,0.71,0.04,0.9221281815853801,1951.1921140231782,1.0
678,0.25,0.7,0.05,0.9353607812681065,1948.960090557382,1.0
679,0.25,0.69,0.06,0.9489698786320304,1946.4583317759104,1.0
680,0.25,0.68,0.07,0.9629717738946542,1943.506884222963,1.0
681,0.25,0.67,0.08,0.9773837219942981,1939.7337617536762,1.0
682,0.25,0.66,0.09,0.992224003527564,1934.272073943285,1.0
683,0.25,0.65,0.1,1.007512002107154,1924.9851730594614,1.0
684,0.25,0.64,0.11,1.0232682888283442,1908.331961729864,1.0
685,0.25,0.63,0.12,1.0395147146180954,1884.4782591372384,1.0
686,0.25,0.62,0.13,1.0562745113385794,1857.3924095121613,1.0
687,0.25,0.61,0.14,1.0735724026288773,1829.2226650219889,1.0
688,0.25,0.6,0.15,1.0914347255970005,1800.6640536082268,1.0
689,0.25,0.59,0.16,1.1098895646219562,1771.9541223327215,1.0
690,0.25,0.58,0.17,1.1289668986955204,1743.188493044302,1.0
691,0.25,0.57,0.18,1.1486987639296344,1714.4119175778217,1.0
692,0.25,0.56,0.19,1.1691194330823111,1685.6481497264635,1.0
693,0.25,0.55,0.2,1.1902656142183061,1656.911227903902,1.0
694,0.25,0.54,0.21,1.2121766709269708,1628.2103085488454,1.0
695,0.25,0.53,0.22,1.2348948668766475,1599.55194516667,1.0
696,0.25,0.52,0.23,1.2584656379021972,1570.9412942928095,1.0
697,0.25,0.51,0.24,1.2829378953112487,1542.3827780266092,1.0
698,0.25,0.5,0.25,1.3083643646696295,1513.8804867663398,1.0
699,0.25,0.49,0.26,1.3348019650040888,1485.438437192699,1.0
700,0.25,0.48,0.27,1.3623122341618963,1457.0607443522738,1.0
701,0.25,0.47,0.28,1.390961807017657,1428.7517481591085,1.0
702,0.25,0.46,0.29,1.4208229543494275,1400.516098052266,1.0
703,0.25,0.45,0.3,1.4519741915579605,1372.3588307305563,1.0
704,0.25,0.44,0.31,1.4845009680232435,1344.2854216231112,1.0
705,0.25,0.43,0.32,1.5184964498421052,1316.3018367245488,1.0
706,0.25,0.42,0.33,1.5540624110455215,1288.4145600241577,1.0
707,0.25,0.41,0.34,1.5913102512502677,1260.6306245307198,0.0
708,0.25,0.4,0.35,1.6303621611780386,1232.9576342357936,0.0
709,0.25,0.3,0.45,2.1581545369592514,964.5015064346321,0.0
710,0.25,0.2,0.55,3.1816865687912728,789.1931640335018,0.0
711,0.25,0.1,0.65,6.017882215917466,703.4975900914309,0.0
712,0.25,0.0,0.75,52.71976746521497,555.5119118056555,0.0
713,0.26,0.74,0.0,0.9198378378378379,2003.958730182288,1.0
714,0.26,0.73,0.01,0.9325082094150561,2001.4318454812621,1.0
715,0.26,0.72,0.02,0.9455244074944973,1998.6172502969227,1.0
716,0.26,0.71,0.03,0.9589007865112611,1995.3628635309544,1.0
717,0.26,0.7,0.04,0.9726525064708038,1991.395066371134,1.0
718,0.26,0.69,0.05,0.986795590263787,1986.1843574029222,1.0
719,0.26,0.68,0.06,1.0013469859449786,1978.6539579146897,1.0
720,0.26,0.67,0.07,1.0163246344851469,1966.8045922840424,1.0
721,0.26,0.66,0.08,1.0317475435654078,1948.601425394982,1.0
722,0.26,0.65,0.09,1.04763586805222,1924.8549880954192,1.0
723,0.26,0.64,0.1,1.0640109978694514,1898.2205316199393,1.0
724,0.26,0.63,0.11,1.0808956540730863,1870.3775212728824,1.0
725,0.26,0.62,0.12,1.0983139940360152,1842.0260738808915,1.0
